chromosome	chrom	start0	end	cluster_id	seq_id	width	strand
SUPER_1	SUPER_1	461750	461938	cluster_22476	mistletoe_SUPER_1_TRASH_000002449	188	-
SUPER_1	SUPER_1	464390	464579	cluster_22476	mistletoe_SUPER_1_TRASH_000002463	189	-
SUPER_1	SUPER_1	467033	467222	cluster_22476	mistletoe_SUPER_1_TRASH_000002477	189	-
SUPER_1	SUPER_1	469675	469863	cluster_22476	mistletoe_SUPER_1_TRASH_000002491	188	-
SUPER_1	SUPER_1	472309	472497	cluster_22476	mistletoe_SUPER_1_TRASH_000002505	188	-
SUPER_1	SUPER_1	474943	475133	cluster_22476	mistletoe_SUPER_1_TRASH_000002519	190	-
SUPER_1	SUPER_1	477586	477774	cluster_22476	mistletoe_SUPER_1_TRASH_000002533	188	-
SUPER_1	SUPER_1	480220	480409	cluster_22476	mistletoe_SUPER_1_TRASH_000002547	189	-
SUPER_1	SUPER_1	482862	483050	cluster_22476	mistletoe_SUPER_1_TRASH_000002561	188	-
SUPER_1	SUPER_1	485496	485685	cluster_22476	mistletoe_SUPER_1_TRASH_000002575	189	-
SUPER_1	SUPER_1	488140	488329	cluster_22476	mistletoe_SUPER_1_TRASH_000002589	189	-
SUPER_1	SUPER_1	490777	490966	cluster_22476	mistletoe_SUPER_1_TRASH_000002603	189	-
SUPER_1	SUPER_1	493418	493606	cluster_22476	mistletoe_SUPER_1_TRASH_000002617	188	-
SUPER_1	SUPER_1	496052	496241	cluster_22476	mistletoe_SUPER_1_TRASH_000002631	189	-
SUPER_1	SUPER_1	498694	498882	cluster_22476	mistletoe_SUPER_1_TRASH_000002645	188	-
SUPER_1	SUPER_1	501328	501517	cluster_22476	mistletoe_SUPER_1_TRASH_000002659	189	-
SUPER_1	SUPER_1	503970	504158	cluster_22476	mistletoe_SUPER_1_TRASH_000002673	188	-
SUPER_1	SUPER_1	506605	506795	cluster_22476	mistletoe_SUPER_1_TRASH_000002687	190	-
SUPER_1	SUPER_1	509251	509440	cluster_22476	mistletoe_SUPER_1_TRASH_000002701	189	-
SUPER_1	SUPER_1	511895	512084	cluster_22476	mistletoe_SUPER_1_TRASH_000002715	189	-
SUPER_1	SUPER_1	514539	514728	cluster_22476	mistletoe_SUPER_1_TRASH_000002729	189	-
SUPER_1	SUPER_1	517185	517374	cluster_22476	mistletoe_SUPER_1_TRASH_000002743	189	-
SUPER_1	SUPER_1	426	615	cluster_22477	mistletoe_SUPER_1_TRASH_000000003	189	-
SUPER_1	SUPER_1	3067	3256	cluster_22477	mistletoe_SUPER_1_TRASH_000000017	189	-
SUPER_1	SUPER_1	5707	5896	cluster_22477	mistletoe_SUPER_1_TRASH_000000031	189	-
SUPER_1	SUPER_1	8348	8537	cluster_22477	mistletoe_SUPER_1_TRASH_000000045	189	-
SUPER_1	SUPER_1	10989	11178	cluster_22477	mistletoe_SUPER_1_TRASH_000000059	189	-
SUPER_1	SUPER_1	13630	13819	cluster_22477	mistletoe_SUPER_1_TRASH_000000073	189	-
SUPER_1	SUPER_1	16270	16459	cluster_22477	mistletoe_SUPER_1_TRASH_000000087	189	-
SUPER_1	SUPER_1	18911	19100	cluster_22477	mistletoe_SUPER_1_TRASH_000000101	189	-
SUPER_1	SUPER_1	21552	21741	cluster_22477	mistletoe_SUPER_1_TRASH_000000115	189	-
SUPER_1	SUPER_1	24192	24381	cluster_22477	mistletoe_SUPER_1_TRASH_000000129	189	-
SUPER_1	SUPER_1	26834	27023	cluster_22477	mistletoe_SUPER_1_TRASH_000000143	189	-
SUPER_1	SUPER_1	29473	29662	cluster_22477	mistletoe_SUPER_1_TRASH_000000157	189	-
SUPER_1	SUPER_1	32115	32304	cluster_22477	mistletoe_SUPER_1_TRASH_000000171	189	-
SUPER_1	SUPER_1	34756	34945	cluster_22477	mistletoe_SUPER_1_TRASH_000000185	189	-
SUPER_1	SUPER_1	37397	37586	cluster_22477	mistletoe_SUPER_1_TRASH_000000199	189	-
SUPER_1	SUPER_1	40039	40228	cluster_22477	mistletoe_SUPER_1_TRASH_000000213	189	-
SUPER_1	SUPER_1	42681	42870	cluster_22477	mistletoe_SUPER_1_TRASH_000000227	189	-
SUPER_1	SUPER_1	45323	45512	cluster_22477	mistletoe_SUPER_1_TRASH_000000241	189	-
SUPER_1	SUPER_1	47963	48152	cluster_22477	mistletoe_SUPER_1_TRASH_000000255	189	-
SUPER_1	SUPER_1	50597	50786	cluster_22477	mistletoe_SUPER_1_TRASH_000000269	189	-
SUPER_1	SUPER_1	53238	53427	cluster_22477	mistletoe_SUPER_1_TRASH_000000283	189	-
SUPER_1	SUPER_1	55877	56066	cluster_22477	mistletoe_SUPER_1_TRASH_000000297	189	-
SUPER_1	SUPER_1	58516	58705	cluster_22477	mistletoe_SUPER_1_TRASH_000000311	189	-
SUPER_1	SUPER_1	61157	61346	cluster_22477	mistletoe_SUPER_1_TRASH_000000325	189	-
SUPER_1	SUPER_1	63799	63988	cluster_22477	mistletoe_SUPER_1_TRASH_000000339	189	-
SUPER_1	SUPER_1	66438	66627	cluster_22477	mistletoe_SUPER_1_TRASH_000000353	189	-
SUPER_1	SUPER_1	69078	69267	cluster_22477	mistletoe_SUPER_1_TRASH_000000367	189	-
SUPER_1	SUPER_1	71719	71908	cluster_22477	mistletoe_SUPER_1_TRASH_000000381	189	-
SUPER_1	SUPER_1	74359	74548	cluster_22477	mistletoe_SUPER_1_TRASH_000000395	189	-
SUPER_1	SUPER_1	76998	77187	cluster_22477	mistletoe_SUPER_1_TRASH_000000409	189	-
SUPER_1	SUPER_1	79638	79827	cluster_22477	mistletoe_SUPER_1_TRASH_000000423	189	-
SUPER_1	SUPER_1	82279	82468	cluster_22477	mistletoe_SUPER_1_TRASH_000000437	189	-
SUPER_1	SUPER_1	84921	85110	cluster_22477	mistletoe_SUPER_1_TRASH_000000451	189	-
SUPER_1	SUPER_1	87560	87749	cluster_22477	mistletoe_SUPER_1_TRASH_000000465	189	-
SUPER_1	SUPER_1	90199	90388	cluster_22477	mistletoe_SUPER_1_TRASH_000000479	189	-
SUPER_1	SUPER_1	92838	93027	cluster_22477	mistletoe_SUPER_1_TRASH_000000493	189	-
SUPER_1	SUPER_1	95479	95668	cluster_22477	mistletoe_SUPER_1_TRASH_000000507	189	-
SUPER_1	SUPER_1	98121	98310	cluster_22477	mistletoe_SUPER_1_TRASH_000000521	189	-
SUPER_1	SUPER_1	100760	100949	cluster_22477	mistletoe_SUPER_1_TRASH_000000535	189	-
SUPER_1	SUPER_1	103400	103589	cluster_22477	mistletoe_SUPER_1_TRASH_000000549	189	-
SUPER_1	SUPER_1	106041	106230	cluster_22477	mistletoe_SUPER_1_TRASH_000000563	189	-
SUPER_1	SUPER_1	108681	108870	cluster_22477	mistletoe_SUPER_1_TRASH_000000577	189	-
SUPER_1	SUPER_1	111320	111509	cluster_22477	mistletoe_SUPER_1_TRASH_000000591	189	-
SUPER_1	SUPER_1	113960	114149	cluster_22477	mistletoe_SUPER_1_TRASH_000000605	189	-
SUPER_1	SUPER_1	116601	116790	cluster_22477	mistletoe_SUPER_1_TRASH_000000619	189	-
SUPER_1	SUPER_1	119241	119430	cluster_22477	mistletoe_SUPER_1_TRASH_000000633	189	-
SUPER_1	SUPER_1	121884	122073	cluster_22477	mistletoe_SUPER_1_TRASH_000000647	189	-
SUPER_1	SUPER_1	124523	124712	cluster_22477	mistletoe_SUPER_1_TRASH_000000661	189	-
SUPER_1	SUPER_1	127163	127352	cluster_22477	mistletoe_SUPER_1_TRASH_000000675	189	-
SUPER_1	SUPER_1	129802	129991	cluster_22477	mistletoe_SUPER_1_TRASH_000000689	189	-
SUPER_1	SUPER_1	132442	132631	cluster_22477	mistletoe_SUPER_1_TRASH_000000703	189	-
SUPER_1	SUPER_1	135081	135270	cluster_22477	mistletoe_SUPER_1_TRASH_000000717	189	-
SUPER_1	SUPER_1	137721	137910	cluster_22477	mistletoe_SUPER_1_TRASH_000000731	189	-
SUPER_1	SUPER_1	140360	140549	cluster_22477	mistletoe_SUPER_1_TRASH_000000745	189	-
SUPER_1	SUPER_1	143000	143189	cluster_22477	mistletoe_SUPER_1_TRASH_000000759	189	-
SUPER_1	SUPER_1	145640	145829	cluster_22477	mistletoe_SUPER_1_TRASH_000000773	189	-
SUPER_1	SUPER_1	148280	148469	cluster_22477	mistletoe_SUPER_1_TRASH_000000787	189	-
SUPER_1	SUPER_1	150919	151108	cluster_22477	mistletoe_SUPER_1_TRASH_000000801	189	-
SUPER_1	SUPER_1	153558	153747	cluster_22477	mistletoe_SUPER_1_TRASH_000000815	189	-
SUPER_1	SUPER_1	156202	156391	cluster_22477	mistletoe_SUPER_1_TRASH_000000829	189	-
SUPER_1	SUPER_1	158842	159031	cluster_22477	mistletoe_SUPER_1_TRASH_000000843	189	-
SUPER_1	SUPER_1	161488	161677	cluster_22477	mistletoe_SUPER_1_TRASH_000000857	189	-
SUPER_1	SUPER_1	164129	164318	cluster_22477	mistletoe_SUPER_1_TRASH_000000871	189	-
SUPER_1	SUPER_1	166770	166959	cluster_22477	mistletoe_SUPER_1_TRASH_000000885	189	-
SUPER_1	SUPER_1	169411	169600	cluster_22477	mistletoe_SUPER_1_TRASH_000000899	189	-
SUPER_1	SUPER_1	172052	172241	cluster_22477	mistletoe_SUPER_1_TRASH_000000913	189	-
SUPER_1	SUPER_1	174691	174880	cluster_22477	mistletoe_SUPER_1_TRASH_000000927	189	-
SUPER_1	SUPER_1	177331	177520	cluster_22477	mistletoe_SUPER_1_TRASH_000000941	189	-
SUPER_1	SUPER_1	179970	180159	cluster_22477	mistletoe_SUPER_1_TRASH_000000955	189	-
SUPER_1	SUPER_1	182610	182799	cluster_22477	mistletoe_SUPER_1_TRASH_000000969	189	-
SUPER_1	SUPER_1	185250	185439	cluster_22477	mistletoe_SUPER_1_TRASH_000000983	189	-
SUPER_1	SUPER_1	187890	188079	cluster_22477	mistletoe_SUPER_1_TRASH_000000997	189	-
SUPER_1	SUPER_1	190530	190719	cluster_22477	mistletoe_SUPER_1_TRASH_000001011	189	-
SUPER_1	SUPER_1	193169	193358	cluster_22477	mistletoe_SUPER_1_TRASH_000001025	189	-
SUPER_1	SUPER_1	195808	195997	cluster_22477	mistletoe_SUPER_1_TRASH_000001039	189	-
SUPER_1	SUPER_1	198447	198636	cluster_22477	mistletoe_SUPER_1_TRASH_000001053	189	-
SUPER_1	SUPER_1	201086	201275	cluster_22477	mistletoe_SUPER_1_TRASH_000001067	189	-
SUPER_1	SUPER_1	203725	203914	cluster_22477	mistletoe_SUPER_1_TRASH_000001081	189	-
SUPER_1	SUPER_1	206364	206553	cluster_22477	mistletoe_SUPER_1_TRASH_000001095	189	-
SUPER_1	SUPER_1	209003	209192	cluster_22477	mistletoe_SUPER_1_TRASH_000001109	189	-
SUPER_1	SUPER_1	211643	211832	cluster_22477	mistletoe_SUPER_1_TRASH_000001123	189	-
SUPER_1	SUPER_1	214285	214474	cluster_22477	mistletoe_SUPER_1_TRASH_000001137	189	-
SUPER_1	SUPER_1	216928	217117	cluster_22477	mistletoe_SUPER_1_TRASH_000001151	189	-
SUPER_1	SUPER_1	219567	219756	cluster_22477	mistletoe_SUPER_1_TRASH_000001165	189	-
SUPER_1	SUPER_1	222208	222397	cluster_22477	mistletoe_SUPER_1_TRASH_000001179	189	-
SUPER_1	SUPER_1	224851	225040	cluster_22477	mistletoe_SUPER_1_TRASH_000001193	189	-
SUPER_1	SUPER_1	227492	227681	cluster_22477	mistletoe_SUPER_1_TRASH_000001207	189	-
SUPER_1	SUPER_1	230135	230324	cluster_22477	mistletoe_SUPER_1_TRASH_000001221	189	-
SUPER_1	SUPER_1	232775	232964	cluster_22477	mistletoe_SUPER_1_TRASH_000001235	189	-
SUPER_1	SUPER_1	235414	235603	cluster_22477	mistletoe_SUPER_1_TRASH_000001249	189	-
SUPER_1	SUPER_1	238055	238244	cluster_22477	mistletoe_SUPER_1_TRASH_000001263	189	-
SUPER_1	SUPER_1	240695	240884	cluster_22477	mistletoe_SUPER_1_TRASH_000001277	189	-
SUPER_1	SUPER_1	243335	243524	cluster_22477	mistletoe_SUPER_1_TRASH_000001291	189	-
SUPER_1	SUPER_1	245976	246165	cluster_22477	mistletoe_SUPER_1_TRASH_000001305	189	-
SUPER_1	SUPER_1	248617	248806	cluster_22477	mistletoe_SUPER_1_TRASH_000001319	189	-
SUPER_1	SUPER_1	251259	251448	cluster_22477	mistletoe_SUPER_1_TRASH_000001333	189	-
SUPER_1	SUPER_1	253898	254087	cluster_22477	mistletoe_SUPER_1_TRASH_000001347	189	-
SUPER_1	SUPER_1	256537	256726	cluster_22477	mistletoe_SUPER_1_TRASH_000001361	189	-
SUPER_1	SUPER_1	259176	259365	cluster_22477	mistletoe_SUPER_1_TRASH_000001375	189	-
SUPER_1	SUPER_1	261816	262005	cluster_22477	mistletoe_SUPER_1_TRASH_000001389	189	-
SUPER_1	SUPER_1	264455	264644	cluster_22477	mistletoe_SUPER_1_TRASH_000001403	189	-
SUPER_1	SUPER_1	267095	267284	cluster_22477	mistletoe_SUPER_1_TRASH_000001417	189	-
SUPER_1	SUPER_1	269735	269924	cluster_22477	mistletoe_SUPER_1_TRASH_000001431	189	-
SUPER_1	SUPER_1	272375	272564	cluster_22477	mistletoe_SUPER_1_TRASH_000001445	189	-
SUPER_1	SUPER_1	275017	275206	cluster_22477	mistletoe_SUPER_1_TRASH_000001459	189	-
SUPER_1	SUPER_1	277658	277847	cluster_22477	mistletoe_SUPER_1_TRASH_000001473	189	-
SUPER_1	SUPER_1	280297	280486	cluster_22477	mistletoe_SUPER_1_TRASH_000001487	189	-
SUPER_1	SUPER_1	282937	283126	cluster_22477	mistletoe_SUPER_1_TRASH_000001501	189	-
SUPER_1	SUPER_1	285577	285766	cluster_22477	mistletoe_SUPER_1_TRASH_000001515	189	-
SUPER_1	SUPER_1	288217	288406	cluster_22477	mistletoe_SUPER_1_TRASH_000001529	189	-
SUPER_1	SUPER_1	290859	291048	cluster_22477	mistletoe_SUPER_1_TRASH_000001543	189	-
SUPER_1	SUPER_1	293500	293689	cluster_22477	mistletoe_SUPER_1_TRASH_000001557	189	-
SUPER_1	SUPER_1	296141	296330	cluster_22477	mistletoe_SUPER_1_TRASH_000001571	189	-
SUPER_1	SUPER_1	298782	298971	cluster_22477	mistletoe_SUPER_1_TRASH_000001585	189	-
SUPER_1	SUPER_1	301423	301612	cluster_22477	mistletoe_SUPER_1_TRASH_000001599	189	-
SUPER_1	SUPER_1	304065	304254	cluster_22477	mistletoe_SUPER_1_TRASH_000001613	189	-
SUPER_1	SUPER_1	306706	306895	cluster_22477	mistletoe_SUPER_1_TRASH_000001627	189	-
SUPER_1	SUPER_1	309346	309535	cluster_22477	mistletoe_SUPER_1_TRASH_000001641	189	-
SUPER_1	SUPER_1	311986	312175	cluster_22477	mistletoe_SUPER_1_TRASH_000001655	189	-
SUPER_1	SUPER_1	314626	314815	cluster_22477	mistletoe_SUPER_1_TRASH_000001669	189	-
SUPER_1	SUPER_1	317266	317455	cluster_22477	mistletoe_SUPER_1_TRASH_000001683	189	-
SUPER_1	SUPER_1	319905	320094	cluster_22477	mistletoe_SUPER_1_TRASH_000001697	189	-
SUPER_1	SUPER_1	322545	322734	cluster_22477	mistletoe_SUPER_1_TRASH_000001711	189	-
SUPER_1	SUPER_1	325185	325374	cluster_22477	mistletoe_SUPER_1_TRASH_000001725	189	-
SUPER_1	SUPER_1	327824	328013	cluster_22477	mistletoe_SUPER_1_TRASH_000001739	189	-
SUPER_1	SUPER_1	330467	330656	cluster_22477	mistletoe_SUPER_1_TRASH_000001753	189	-
SUPER_1	SUPER_1	333106	333295	cluster_22477	mistletoe_SUPER_1_TRASH_000001767	189	-
SUPER_1	SUPER_1	335746	335935	cluster_22477	mistletoe_SUPER_1_TRASH_000001781	189	-
SUPER_1	SUPER_1	338388	338577	cluster_22477	mistletoe_SUPER_1_TRASH_000001795	189	-
SUPER_1	SUPER_1	341028	341217	cluster_22477	mistletoe_SUPER_1_TRASH_000001809	189	-
SUPER_1	SUPER_1	343669	343858	cluster_22477	mistletoe_SUPER_1_TRASH_000001823	189	-
SUPER_1	SUPER_1	346309	346498	cluster_22477	mistletoe_SUPER_1_TRASH_000001837	189	-
SUPER_1	SUPER_1	348948	349137	cluster_22477	mistletoe_SUPER_1_TRASH_000001851	189	-
SUPER_1	SUPER_1	351588	351777	cluster_22477	mistletoe_SUPER_1_TRASH_000001865	189	-
SUPER_1	SUPER_1	354227	354416	cluster_22477	mistletoe_SUPER_1_TRASH_000001879	189	-
SUPER_1	SUPER_1	356867	357056	cluster_22477	mistletoe_SUPER_1_TRASH_000001893	189	-
SUPER_1	SUPER_1	359509	359698	cluster_22477	mistletoe_SUPER_1_TRASH_000001907	189	-
SUPER_1	SUPER_1	362150	362339	cluster_22477	mistletoe_SUPER_1_TRASH_000001921	189	-
SUPER_1	SUPER_1	364794	364983	cluster_22477	mistletoe_SUPER_1_TRASH_000001935	189	-
SUPER_1	SUPER_1	367437	367626	cluster_22477	mistletoe_SUPER_1_TRASH_000001949	189	-
SUPER_1	SUPER_1	370078	370267	cluster_22477	mistletoe_SUPER_1_TRASH_000001963	189	-
SUPER_1	SUPER_1	372719	372908	cluster_22477	mistletoe_SUPER_1_TRASH_000001977	189	-
SUPER_1	SUPER_1	375363	375552	cluster_22477	mistletoe_SUPER_1_TRASH_000001991	189	-
SUPER_1	SUPER_1	378005	378194	cluster_22477	mistletoe_SUPER_1_TRASH_000002005	189	-
SUPER_1	SUPER_1	380640	380830	cluster_22477	mistletoe_SUPER_1_TRASH_000002019	190	-
SUPER_1	SUPER_1	383283	383472	cluster_22477	mistletoe_SUPER_1_TRASH_000002033	189	-
SUPER_1	SUPER_1	385925	386114	cluster_22477	mistletoe_SUPER_1_TRASH_000002047	189	-
SUPER_1	SUPER_1	388567	388756	cluster_22477	mistletoe_SUPER_1_TRASH_000002061	189	-
SUPER_1	SUPER_1	391209	391398	cluster_22477	mistletoe_SUPER_1_TRASH_000002075	189	-
SUPER_1	SUPER_1	393849	394038	cluster_22477	mistletoe_SUPER_1_TRASH_000002089	189	-
SUPER_1	SUPER_1	396491	396680	cluster_22477	mistletoe_SUPER_1_TRASH_000002103	189	-
SUPER_1	SUPER_1	399135	399324	cluster_22477	mistletoe_SUPER_1_TRASH_000002117	189	-
SUPER_1	SUPER_1	401777	401966	cluster_22477	mistletoe_SUPER_1_TRASH_000002131	189	-
SUPER_1	SUPER_1	404419	404608	cluster_22477	mistletoe_SUPER_1_TRASH_000002145	189	-
SUPER_1	SUPER_1	407058	407247	cluster_22477	mistletoe_SUPER_1_TRASH_000002159	189	-
SUPER_1	SUPER_1	409697	409886	cluster_22477	mistletoe_SUPER_1_TRASH_000002173	189	-
SUPER_1	SUPER_1	412336	412525	cluster_22477	mistletoe_SUPER_1_TRASH_000002187	189	-
SUPER_1	SUPER_1	414975	415164	cluster_22477	mistletoe_SUPER_1_TRASH_000002201	189	-
SUPER_1	SUPER_1	417614	417803	cluster_22477	mistletoe_SUPER_1_TRASH_000002215	189	-
SUPER_1	SUPER_1	420253	420442	cluster_22477	mistletoe_SUPER_1_TRASH_000002229	189	-
SUPER_1	SUPER_1	422897	423086	cluster_22477	mistletoe_SUPER_1_TRASH_000002243	189	-
SUPER_1	SUPER_1	425541	425730	cluster_22477	mistletoe_SUPER_1_TRASH_000002257	189	-
SUPER_1	SUPER_1	428180	428369	cluster_22477	mistletoe_SUPER_1_TRASH_000002271	189	-
SUPER_1	SUPER_1	430824	431013	cluster_22477	mistletoe_SUPER_1_TRASH_000002285	189	-
SUPER_1	SUPER_1	433468	433657	cluster_22477	mistletoe_SUPER_1_TRASH_000002299	189	-
SUPER_1	SUPER_1	436110	436299	cluster_22477	mistletoe_SUPER_1_TRASH_000002313	189	-
SUPER_1	SUPER_1	438753	438942	cluster_22477	mistletoe_SUPER_1_TRASH_000002327	189	-
SUPER_1	SUPER_1	441394	441583	cluster_22477	mistletoe_SUPER_1_TRASH_000002341	189	-
SUPER_1	SUPER_1	444036	444225	cluster_22477	mistletoe_SUPER_1_TRASH_000002355	189	-
SUPER_1	SUPER_1	446676	446865	cluster_22477	mistletoe_SUPER_1_TRASH_000002369	189	-
SUPER_1	SUPER_1	449316	449505	cluster_22477	mistletoe_SUPER_1_TRASH_000002383	189	-
SUPER_1	SUPER_1	451956	452145	cluster_22477	mistletoe_SUPER_1_TRASH_000002397	189	-
SUPER_1	SUPER_1	454588	454778	cluster_22477	mistletoe_SUPER_1_TRASH_000002411	190	-
SUPER_1	SUPER_1	457231	457420	cluster_22477	mistletoe_SUPER_1_TRASH_000002425	189	-
SUPER_1	SUPER_1	459864	460054	cluster_22477	mistletoe_SUPER_1_TRASH_000002439	190	-
SUPER_1	SUPER_1	462504	462693	cluster_22477	mistletoe_SUPER_1_TRASH_000002453	189	-
SUPER_1	SUPER_1	465146	465335	cluster_22477	mistletoe_SUPER_1_TRASH_000002467	189	-
SUPER_1	SUPER_1	467789	467978	cluster_22477	mistletoe_SUPER_1_TRASH_000002481	189	-
SUPER_1	SUPER_1	470422	470612	cluster_22477	mistletoe_SUPER_1_TRASH_000002495	190	-
SUPER_1	SUPER_1	473056	473246	cluster_22477	mistletoe_SUPER_1_TRASH_000002509	190	-
SUPER_1	SUPER_1	475700	475889	cluster_22477	mistletoe_SUPER_1_TRASH_000002523	189	-
SUPER_1	SUPER_1	478333	478523	cluster_22477	mistletoe_SUPER_1_TRASH_000002537	190	-
SUPER_1	SUPER_1	480976	481165	cluster_22477	mistletoe_SUPER_1_TRASH_000002551	189	-
SUPER_1	SUPER_1	483609	483799	cluster_22477	mistletoe_SUPER_1_TRASH_000002565	190	-
SUPER_1	SUPER_1	486252	486441	cluster_22477	mistletoe_SUPER_1_TRASH_000002579	189	-
SUPER_1	SUPER_1	488889	489078	cluster_22477	mistletoe_SUPER_1_TRASH_000002593	189	-
SUPER_1	SUPER_1	491533	491722	cluster_22477	mistletoe_SUPER_1_TRASH_000002607	189	-
SUPER_1	SUPER_1	494165	494355	cluster_22477	mistletoe_SUPER_1_TRASH_000002621	190	-
SUPER_1	SUPER_1	496808	496997	cluster_22477	mistletoe_SUPER_1_TRASH_000002635	189	-
SUPER_1	SUPER_1	499441	499631	cluster_22477	mistletoe_SUPER_1_TRASH_000002649	190	-
SUPER_1	SUPER_1	502084	502273	cluster_22477	mistletoe_SUPER_1_TRASH_000002663	189	-
SUPER_1	SUPER_1	504717	504907	cluster_22477	mistletoe_SUPER_1_TRASH_000002677	190	-
SUPER_1	SUPER_1	507362	507551	cluster_22477	mistletoe_SUPER_1_TRASH_000002691	189	-
SUPER_1	SUPER_1	510007	510196	cluster_22477	mistletoe_SUPER_1_TRASH_000002705	189	-
SUPER_1	SUPER_1	512651	512840	cluster_22477	mistletoe_SUPER_1_TRASH_000002719	189	-
SUPER_1	SUPER_1	515295	515485	cluster_22477	mistletoe_SUPER_1_TRASH_000002733	190	-
SUPER_1	SUPER_1	805	994	cluster_22478	mistletoe_SUPER_1_TRASH_000000005	189	-
SUPER_1	SUPER_1	3446	3635	cluster_22478	mistletoe_SUPER_1_TRASH_000000019	189	-
SUPER_1	SUPER_1	6086	6275	cluster_22478	mistletoe_SUPER_1_TRASH_000000033	189	-
SUPER_1	SUPER_1	8727	8916	cluster_22478	mistletoe_SUPER_1_TRASH_000000047	189	-
SUPER_1	SUPER_1	11368	11557	cluster_22478	mistletoe_SUPER_1_TRASH_000000061	189	-
SUPER_1	SUPER_1	14009	14198	cluster_22478	mistletoe_SUPER_1_TRASH_000000075	189	-
SUPER_1	SUPER_1	16649	16838	cluster_22478	mistletoe_SUPER_1_TRASH_000000089	189	-
SUPER_1	SUPER_1	19290	19479	cluster_22478	mistletoe_SUPER_1_TRASH_000000103	189	-
SUPER_1	SUPER_1	21931	22120	cluster_22478	mistletoe_SUPER_1_TRASH_000000117	189	-
SUPER_1	SUPER_1	24571	24760	cluster_22478	mistletoe_SUPER_1_TRASH_000000131	189	-
SUPER_1	SUPER_1	27213	27402	cluster_22478	mistletoe_SUPER_1_TRASH_000000145	189	-
SUPER_1	SUPER_1	29852	30041	cluster_22478	mistletoe_SUPER_1_TRASH_000000159	189	-
SUPER_1	SUPER_1	32494	32683	cluster_22478	mistletoe_SUPER_1_TRASH_000000173	189	-
SUPER_1	SUPER_1	35135	35324	cluster_22478	mistletoe_SUPER_1_TRASH_000000187	189	-
SUPER_1	SUPER_1	37776	37965	cluster_22478	mistletoe_SUPER_1_TRASH_000000201	189	-
SUPER_1	SUPER_1	40418	40607	cluster_22478	mistletoe_SUPER_1_TRASH_000000215	189	-
SUPER_1	SUPER_1	43060	43249	cluster_22478	mistletoe_SUPER_1_TRASH_000000229	189	-
SUPER_1	SUPER_1	45702	45891	cluster_22478	mistletoe_SUPER_1_TRASH_000000243	189	-
SUPER_1	SUPER_1	48342	48531	cluster_22478	mistletoe_SUPER_1_TRASH_000000257	189	-
SUPER_1	SUPER_1	50976	51165	cluster_22478	mistletoe_SUPER_1_TRASH_000000271	189	-
SUPER_1	SUPER_1	53617	53806	cluster_22478	mistletoe_SUPER_1_TRASH_000000285	189	-
SUPER_1	SUPER_1	56256	56445	cluster_22478	mistletoe_SUPER_1_TRASH_000000299	189	-
SUPER_1	SUPER_1	58895	59084	cluster_22478	mistletoe_SUPER_1_TRASH_000000313	189	-
SUPER_1	SUPER_1	61536	61725	cluster_22478	mistletoe_SUPER_1_TRASH_000000327	189	-
SUPER_1	SUPER_1	64178	64367	cluster_22478	mistletoe_SUPER_1_TRASH_000000341	189	-
SUPER_1	SUPER_1	66817	67006	cluster_22478	mistletoe_SUPER_1_TRASH_000000355	189	-
SUPER_1	SUPER_1	69457	69646	cluster_22478	mistletoe_SUPER_1_TRASH_000000369	189	-
SUPER_1	SUPER_1	72098	72287	cluster_22478	mistletoe_SUPER_1_TRASH_000000383	189	-
SUPER_1	SUPER_1	74738	74927	cluster_22478	mistletoe_SUPER_1_TRASH_000000397	189	-
SUPER_1	SUPER_1	77377	77566	cluster_22478	mistletoe_SUPER_1_TRASH_000000411	189	-
SUPER_1	SUPER_1	80017	80206	cluster_22478	mistletoe_SUPER_1_TRASH_000000425	189	-
SUPER_1	SUPER_1	82658	82847	cluster_22478	mistletoe_SUPER_1_TRASH_000000439	189	-
SUPER_1	SUPER_1	85300	85489	cluster_22478	mistletoe_SUPER_1_TRASH_000000453	189	-
SUPER_1	SUPER_1	87939	88128	cluster_22478	mistletoe_SUPER_1_TRASH_000000467	189	-
SUPER_1	SUPER_1	90578	90767	cluster_22478	mistletoe_SUPER_1_TRASH_000000481	189	-
SUPER_1	SUPER_1	93217	93406	cluster_22478	mistletoe_SUPER_1_TRASH_000000495	189	-
SUPER_1	SUPER_1	95858	96047	cluster_22478	mistletoe_SUPER_1_TRASH_000000509	189	-
SUPER_1	SUPER_1	98500	98689	cluster_22478	mistletoe_SUPER_1_TRASH_000000523	189	-
SUPER_1	SUPER_1	101139	101328	cluster_22478	mistletoe_SUPER_1_TRASH_000000537	189	-
SUPER_1	SUPER_1	103779	103968	cluster_22478	mistletoe_SUPER_1_TRASH_000000551	189	-
SUPER_1	SUPER_1	106420	106609	cluster_22478	mistletoe_SUPER_1_TRASH_000000565	189	-
SUPER_1	SUPER_1	109060	109249	cluster_22478	mistletoe_SUPER_1_TRASH_000000579	189	-
SUPER_1	SUPER_1	111699	111888	cluster_22478	mistletoe_SUPER_1_TRASH_000000593	189	-
SUPER_1	SUPER_1	114339	114528	cluster_22478	mistletoe_SUPER_1_TRASH_000000607	189	-
SUPER_1	SUPER_1	116980	117169	cluster_22478	mistletoe_SUPER_1_TRASH_000000621	189	-
